Sample	äwê∂é¿å±3TM_NH3	
Comments	 	
Filename	C:\Users\User1\Desktop\DATA\äwê∂é¿å±3TM\äwê∂é¿å±3TM_NH3_2É∆_É∆.raw	
Goniometer	MiniFlex 300/600 +	
Attachment	âÒì]ééóøë‰	
Monochromater	None	
X	0	
Y	0	
Z	0	
ScanningMode	2Theta/Theta	
ScanningType	Continuos Scanning	
X-Ray	40kV/15mA	
IHS	5.0mm	
DS	1.250deg	
SS	13.0mm(Open)	
RS	13.0mm(Open)	
K-beta(x1)		
Start	20	
Stop	80	
Step	0.01	
Speed	1	
Offset	0	10539
51.86	1174	271.1395768
51.87	1183	271.2249739
51.88	1156	270.9687826
51.89	1156	270.9687826
51.9	1162	271.025714
51.91	1157	270.9782712
51.92	1113	270.5607743
51.93	1138	270.7979884
51.94	1157	270.9782712
51.95	1114	270.5702628
51.96	1099	270.4279343
51.97	1112	270.5512857
51.98	1142	270.8359427
51.99	1158	270.9877597
52	1129	270.7125913
52.01	1155	270.9592941
52.02	1141	270.8264541
52.03	1101	270.4469115
52.04	1134	270.7600342
52.05	1121	270.6366828
52.06	1135	270.7695227
52.07	1127	270.6936142
52.08	1166	271.0636683
52.09	1176	271.1585539
52.1	1124	270.6651485
52.11	1144	270.8549198
52.12	1163	271.0352026
52.13	1165	271.0541797
52.14	1172	271.1205997
52.15	1129	270.7125913
52.16	1119	270.6177057
52.17	1133	270.7505456
52.18	1151	270.9213398
52.19	1163	271.0352026
52.2	1156	270.9687826
52.21	1166	271.0636683
52.22	1185	271.243951
52.23	1167	271.0731568
52.24	1134	270.7600342
52.25	1140	270.8169656
52.26	1199	271.376791
52.27	1219	271.5665623
52.28	1188	271.2724167
52.29	1147	270.8833855
52.3	1163	271.0352026
52.31	1144	270.8549198
52.32	1119	270.6177057
52.33	1168	271.0826454
52.34	1173	271.1300882
52.35	1153	270.9403169
52.36	1172	271.1205997
52.37	1164	271.0446911
52.38	1148	270.8928741
52.39	1130	270.7220799
52.4	1122	270.6461714
52.41	1123	270.6556599
52.42	1124	270.6651485
52.43	1168	271.0826454
52.44	1138	270.7979884
52.45	1165	271.0541797
52.46	1166	271.0636683
52.47	1170	271.1016225
52.48	1158	270.9877597
52.49	1165	271.0541797
52.5	1154	270.9498055
52.51	1187	271.2629282
52.52	1154	270.9498055
52.53	1149	270.9023627
52.54	1166	271.0636683
52.55	1169	271.092134
52.56	1163	271.0352026
52.57	1142	270.8359427
52.58	1122	270.6461714
52.59	1133	270.7505456
52.6	1193	271.3198596
52.61	1162	271.025714
52.62	1147	270.8833855
52.63	1164	271.0446911
52.64	1187	271.2629282
52.65	1178	271.1775311
52.66	1170	271.1016225
52.67	1209	271.4716766
52.68	1216	271.5380966
52.69	1171	271.1111111
52.7	1197	271.3578138
52.71	1202	271.4052567
52.72	1202	271.4052567
52.73	1188	271.2724167
52.74	1184	271.2344625
52.75	1195	271.3388367
52.76	1173	271.1300882
52.77	1147	270.8833855
52.78	1146	270.873897
52.79	1173	271.1300882
52.8	1194	271.3293481
52.81	1167	271.0731568
52.82	1181	271.2059968
52.83	1174	271.1395768
52.84	1154	270.9498055
52.85	1161	271.0162254
52.86	1154	270.9498055
52.87	1174	271.1395768
52.88	1187	271.2629282
52.89	1192	271.310371
52.9	1205	271.4337224
52.91	1200	271.3862795
52.92	1187	271.2629282
52.93	1183	271.2249739
52.94	1171	271.1111111
52.95	1177	271.1680425
52.96	1174	271.1395768
52.97	1167	271.0731568
52.98	1163	271.0352026
52.99	1165	271.0541797
53	1160	271.0067369
53.01	1172	271.1205997
53.02	1177	271.1680425
53.03	1186	271.2534396
53.04	1190	271.2913939
53.05	1200	271.3862795
53.06	1163	271.0352026
53.07	1160	271.0067369
53.08	1191	271.3008824
53.09	1218	271.5570737
53.1	1201	271.3957681
53.11	1204	271.4242338
53.12	1184	271.2344625
53.13	1174	271.1395768
53.14	1167	271.0731568
53.15	1165	271.0541797
53.16	1154	270.9498055
53.17	1177	271.1680425
53.18	1183	271.2249739
53.19	1164	271.0446911
53.2	1192	271.310371
53.21	1193	271.3198596
53.22	1181	271.2059968
53.23	1169	271.092134
53.24	1182	271.2154853
53.25	1157	270.9782712
53.26	1158	270.9877597
53.27	1165	271.0541797
53.28	1185	271.243951
53.29	1214	271.5191195
53.3	1215	271.528608
53.31	1199	271.376791
53.32	1195	271.3388367
53.33	1214	271.5191195
53.34	1199	271.376791
53.35	1162	271.025714
53.36	1162	271.025714
53.37	1195	271.3388367
53.38	1211	271.4906538
53.39	1204	271.4242338
53.4	1209	271.4716766
53.41	1217	271.5475852
53.42	1225	271.6234937
53.43	1209	271.4716766
53.44	1184	271.2344625
53.45	1183	271.2249739
53.46	1187	271.2629282
53.47	1194	271.3293481
53.48	1186	271.2534396
53.49	1171	271.1111111
53.5	1181	271.2059968
53.51	1180	271.1965082
53.52	1172	271.1205997
53.53	1181	271.2059968
53.54	1188	271.2724167
53.55	1227	271.6424708
53.56	1240	271.7658222
53.57	1222	271.595028
53.58	1208	271.4621881
53.59	1218	271.5570737
53.6	1247	271.8322421
53.61	1227	271.6424708
53.62	1200	271.3862795
53.63	1208	271.4621881
53.64	1221	271.5855394
53.65	1222	271.595028
53.66	1216	271.5380966
53.67	1244	271.8037764
53.68	1264	271.9935478
53.69	1236	271.7278679
53.7	1254	271.8986621
53.71	1268	272.031502
53.72	1268	272.031502
53.73	1270	272.0504792
53.74	1333	272.6482588
53.75	1355	272.8570073
53.76	1374	273.0372901
53.77	1407	273.3504128
53.78	1466	273.9102382
53.79	1493	274.1664295
53.8	1478	274.024101
53.81	1524	274.460575
53.82	1564	274.8401177
53.83	1588	275.0678432
53.84	1602	275.2006832
53.85	1564	274.8401177
53.86	1484	274.0810324
53.87	1448	273.739444
53.88	1439	273.6540469
53.89	1441	273.673024
53.9	1427	273.5401841
53.91	1474	273.9861467
53.92	1514	274.3656893
53.93	1501	274.242338
53.94	1552	274.7262549
53.95	1620	275.3714774
53.96	1702	276.1495398
53.97	1795	277.0319765
53.98	1923	278.246513
53.99	2093	279.8595692
54	2371	282.4973906
54.01	2763	286.2169086
54.02	3272	291.0465889
54.03	4042	298.3527849
54.04	5091	308.3062909
54.05	6132	318.1838884
54.06	6770	324.2375937
54.07	6992	326.3440554
54.08	6802	324.5412278
54.09	6199	318.8196224
54.1	5435	311.5703577
54.11	4566	303.3247936
54.12	3711	295.2120695
54.13	3079	289.2152956
54.14	2715	285.7614574
54.15	2587	284.546921
54.16	2656	285.201632
54.17	2863	287.1657653
54.18	3193	290.2969921
54.19	3564	293.8172502
54.2	3910	297.1002941
54.21	4132	299.2067559
54.22	4134	299.225733
54.23	3930	297.2900655
54.24	3551	293.6938989
54.25	3114	289.5473954
54.26	2693	285.552709
54.27	2317	281.9850081
54.28	2020	279.1669039
54.29	1827	277.3356106
54.3	1683	275.969257
54.31	1559	274.7926748
54.32	1489	274.1284752
54.33	1453	273.7868868
54.34	1415	273.4263213
54.35	1374	273.0372901
54.36	1353	272.8380302
54.37	1332	272.6387703
54.38	1303	272.3636019
54.39	1289	272.2307619
54.4	1297	272.3066705
54.41	1291	272.2497391
54.42	1275	272.097922
54.43	1276	272.1074106
54.44	1287	272.2117848
54.45	1282	272.164342
54.46	1281	272.1548534
54.47	1275	272.097922
54.48	1266	272.0125249
54.49	1271	272.0599677
54.5	1261	271.9650821
54.51	1224	271.6140051
54.52	1189	271.2819053
54.53	1219	271.5665623
54.54	1257	271.9271278
54.55	1244	271.8037764
54.56	1248	271.8417307
54.57	1240	271.7658222
54.58	1221	271.5855394
54.59	1225	271.6234937
54.6	1231	271.6804251
54.61	1234	271.7088908
54.62	1230	271.6709365
54.63	1208	271.4621881
54.64	1206	271.4432109
54.65	1232	271.6899137
54.66	1241	271.7753108
54.67	1224	271.6140051
54.68	1187	271.2629282
54.69	1173	271.1300882
54.7	1192	271.310371
54.71	1211	271.4906538
54.72	1209	271.4716766
54.73	1205	271.4337224
54.74	1206	271.4432109
54.75	1205	271.4337224
54.76	1183	271.2249739
54.77	1181	271.2059968
54.78	1224	271.6140051
54.79	1249	271.8512193
54.8	1243	271.7942879
54.81	1230	271.6709365
54.82	1205	271.4337224
54.83	1182	271.2154853
54.84	1193	271.3198596
54.85	1199	271.376791
54.86	1194	271.3293481
54.87	1206	271.4432109
54.88	1226	271.6329823
54.89	1239	271.7563336
54.9	1232	271.6899137
54.91	1212	271.5001423
54.92	1193	271.3198596
54.93	1174	271.1395768
54.94	1168	271.0826454
54.95	1218	271.5570737
54.96	1239	271.7563336
54.97	1195	271.3388367
54.98	1192	271.310371
54.99	1216	271.5380966
55	1218	271.5570737
55.01	1207	271.4526995
55.02	1197	271.3578138
55.03	1187	271.2629282
55.04	1180	271.1965082
55.05	1202	271.4052567
55.06	1212	271.5001423
55.07	1193	271.3198596
55.08	1220	271.5760509
55.09	1262	271.9745706
55.1	1238	271.7468451
55.11	1193	271.3198596
55.12	1184	271.2344625
55.13	1193	271.3198596
55.14	1207	271.4526995
55.15	1210	271.4811652
55.16	1209	271.4716766
55.17	1209	271.4716766
55.18	1209	271.4716766
55.19	1216	271.5380966
55.2	1216	271.5380966
55.21	1223	271.6045166
55.22	1221	271.5855394
55.23	1206	271.4432109
55.24	1206	271.4432109
55.25	1211	271.4906538
55.26	1201	271.3957681
55.27	1200	271.3862795
55.28	1189	271.2819053
55.29	1188	271.2724167
55.3	1205	271.4337224
55.31	1212	271.5001423
55.32	1199	271.376791
55.33	1197	271.3578138
55.34	1206	271.4432109
55.35	1207	271.4526995
55.36	1192	271.310371
55.37	1188	271.2724167
55.38	1215	271.528608
55.39	1258	271.9366164
55.4	1259	271.9461049
55.41	1235	271.7183794
55.42	1218	271.5570737
55.43	1218	271.5570737
55.44	1227	271.6424708
55.45	1209	271.4716766
55.46	1224	271.6140051
55.47	1249	271.8512193
55.48	1246	271.8227536
55.49	1248	271.8417307
55.5	1247	271.8322421
55.51	1232	271.6899137
55.52	1207	271.4526995
55.53	1208	271.4621881
55.54	1229	271.661448
55.55	1217	271.5475852
55.56	1187	271.2629282
55.57	1188	271.2724167
55.58	1213	271.5096309
55.59	1231	271.6804251
55.6	1239	271.7563336
55.61	1224	271.6140051
55.62	1203	271.4147452
55.63	1201	271.3957681
55.64	1193	271.3198596
55.65	1201	271.3957681
55.66	1206	271.4432109
55.67	1227	271.6424708
55.68	1231	271.6804251
55.69	1240	271.7658222
55.7	1230	271.6709365
55.71	1210	271.4811652
55.72	1199	271.376791
55.73	1190	271.2913939
55.74	1214	271.5191195
55.75	1237	271.7373565
55.76	1240	271.7658222
55.77	1230	271.6709365
55.78	1205	271.4337224
55.79	1198	271.3673024
55.8	1210	271.4811652
55.81	1241	271.7753108
55.82	1237	271.7373565
55.83	1201	271.3957681
55.84	1203	271.4147452
55.85	1260	271.9555935
55.86	1279	272.1358763
55.87	1254	271.8986621
55.88	1213	271.5096309
55.89	1217	271.5475852
55.9	1235	271.7183794
55.91	1241	271.7753108
55.92	1211	271.4906538
55.93	1237	271.7373565
55.94	1243	271.7942879
55.95	1208	271.4621881
55.96	1210	271.4811652
55.97	1222	271.595028
55.98	1223	271.6045166
55.99	1234	271.7088908
56	1273	272.0789449
56.01	1264	271.9935478
56.02	1217	271.5475852
56.03	1173	271.1300882
56.04	1197	271.3578138
56.05	1236	271.7278679
56.06	1235	271.7183794
56.07	1266	272.0125249
56.08	1276	272.1074106
56.09	1256	271.9176392
56.1	1258	271.9366164
56.11	1256	271.9176392
56.12	1297	272.3066705
56.13	1307	272.4015561
56.14	1279	272.1358763
56.15	1258	271.9366164
56.16	1255	271.9081507
56.17	1251	271.8701964
56.18	1263	271.9840592
56.19	1273	272.0789449
56.2	1254	271.8986621
56.21	1246	271.8227536
56.22	1263	271.9840592
56.23	1248	271.8417307
56.24	1204	271.4242338
56.25	1222	271.595028
56.26	1278	272.1263877
56.27	1288	272.2212734
56.28	1312	272.448999
56.29	1264	271.9935478
56.3	1250	271.8607078
56.31	1245	271.813265
56.32	1266	272.0125249
56.33	1259	271.9461049
56.34	1221	271.5855394
56.35	1203	271.4147452
56.36	1213	271.5096309
56.37	1188	271.2724167
56.38	1197	271.3578138
56.39	1223	271.6045166
56.4	1204	271.4242338
56.41	1194	271.3293481
56.42	1217	271.5475852
56.43	1257	271.9271278
56.44	1242	271.7847993
56.45	1239	271.7563336
56.46	1244	271.8037764
56.47	1239	271.7563336
56.48	1242	271.7847993
56.49	1214	271.5191195
56.5	1217	271.5475852
56.51	1204	271.4242338
56.52	1231	271.6804251
56.53	1229	271.661448
56.54	1226	271.6329823
56.55	1248	271.8417307
56.56	1240	271.7658222
56.57	1217	271.5475852
56.58	1220	271.5760509
56.59	1219	271.5665623
56.6	1181	271.2059968
56.61	1177	271.1680425
56.62	1231	271.6804251
56.63	1273	272.0789449
56.64	1222	271.595028
56.65	1205	271.4337224
56.66	1198	271.3673024
56.67	1228	271.6519594
56.68	1224	271.6140051
56.69	1227	271.6424708
56.7	1219	271.5665623
56.71	1228	271.6519594
56.72	1236	271.7278679
56.73	1272	272.0694563
56.74	1257	271.9271278
56.75	1234	271.7088908
56.76	1237	271.7373565
56.77	1224	271.6140051
56.78	1230	271.6709365
56.79	1246	271.8227536
56.8	1246	271.8227536
56.81	1244	271.8037764
56.82	1229	271.661448
56.83	1212	271.5001423
56.84	1226	271.6329823
56.85	1249	271.8512193
56.86	1237	271.7373565
56.87	1228	271.6519594
56.88	1245	271.813265
56.89	1235	271.7183794
56.9	1243	271.7942879
56.91	1224	271.6140051
56.92	1204	271.4242338
56.93	1238	271.7468451
56.94	1222	271.595028
56.95	1236	271.7278679
56.96	1198	271.3673024
56.97	1215	271.528608
56.98	1275	272.097922
56.99	1267	272.0220135
57	1296	272.2971819
57.01	1285	272.1928077
57.02	1240	271.7658222
57.03	1229	271.661448
57.04	1242	271.7847993
57.05	1276	272.1074106
57.06	1287	272.2117848
57.07	1271	272.0599677
57.08	1256	271.9176392
57.09	1246	271.8227536
57.1	1265	272.0030363
57.11	1321	272.5343961
57.12	1298	272.316159
57.13	1293	272.2687162
57.14	1302	272.3541133
57.15	1322	272.5438846
57.16	1312	272.448999
57.17	1282	272.164342
57.18	1309	272.4205333
57.19	1358	272.885473
57.2	1318	272.5059304
57.21	1285	272.1928077
57.22	1327	272.5913275
57.23	1340	272.7146788
57.24	1333	272.6482588
57.25	1377	273.0657558
57.26	1404	273.3219471
57.27	1381	273.10371
57.28	1436	273.6255812
57.29	1518	274.4036436
57.3	1559	274.7926748
57.31	1610	275.2765917
57.32	1746	276.5670367
57.33	1887	277.9049246
57.34	1983	278.8158269
57.35	2080	279.7362179
57.36	2115	280.0683177
57.37	2123	280.1442262
57.38	2198	280.8558687
57.39	2220	281.0646171
57.4	2238	281.2354113
57.41	2183	280.7135402
57.42	2086	279.7931493
57.43	2025	279.2143467
57.44	1990	278.8822469
57.45	1945	278.4552614
57.46	1875	277.7910618
57.47	1832	277.3830534
57.48	1818	277.2502135
57.49	1778	276.8706708
57.5	1812	277.1932821
57.51	1856	277.610779
57.52	1861	277.6582218
57.53	1934	278.3508872
57.54	1967	278.6640099
57.55	1994	278.9202012
57.56	2109	280.0113863
57.57	2261	281.4536484
57.58	2426	283.0192618
57.59	2488	283.6075529
57.6	2562	284.3097068
57.61	2521	283.9206756
57.62	2447	283.2185217
57.63	2335	282.1558023
57.64	2210	280.9697315
57.65	2044	279.3946295
57.66	1895	277.9808331
57.67	1743	276.538571
57.68	1618	275.3525002
57.69	1593	275.1152861
57.7	1613	275.3050574
57.71	1604	275.2196603
57.72	1617	275.3430117
57.73	1642	275.5802258
57.74	1760	276.6998766
57.75	1810	277.174305
57.76	1833	277.392542
57.77	1868	277.7246418
57.78	1793	277.0129993
57.79	1701	276.1400512
57.8	1618	275.3525002
57.81	1533	274.5459721
57.82	1455	273.8058639
57.83	1428	273.5496726
57.84	1393	273.2175728
57.85	1360	272.9044501
57.86	1367	272.9708701
57.87	1343	272.7431445
57.88	1279	272.1358763
57.89	1290	272.2402505
57.9	1320	272.5249075
57.91	1285	272.1928077
57.92	1254	271.8986621
57.93	1277	272.1168991
57.94	1247	271.8322421
57.95	1243	271.7942879
57.96	1226	271.6329823
57.97	1252	271.879685
57.98	1282	272.164342
57.99	1271	272.0599677
58	1249	271.8512193
58.01	1249	271.8512193
58.02	1289	272.2307619
58.03	1249	271.8512193
58.04	1213	271.5096309
58.05	1239	271.7563336
58.06	1250	271.8607078
58.07	1236	271.7278679
58.08	1228	271.6519594
58.09	1246	271.8227536
58.1	1253	271.8891735
58.11	1244	271.8037764
58.12	1270	272.0504792
58.13	1249	271.8512193
58.14	1270	272.0504792
58.15	1277	272.1168991
58.16	1276	272.1074106
58.17	1262	271.9745706
58.18	1248	271.8417307
58.19	1251	271.8701964
58.2	1254	271.8986621
58.21	1253	271.8891735
58.22	1237	271.7373565
58.23	1235	271.7183794
58.24	1234	271.7088908
58.25	1247	271.8322421
58.26	1274	272.0884334
58.27	1313	272.4584875
58.28	1294	272.2782048
58.29	1281	272.1548534
58.3	1288	272.2212734
58.31	1311	272.4395104
58.32	1303	272.3636019
58.33	1275	272.097922
58.34	1270	272.0504792
58.35	1262	271.9745706
58.36	1221	271.5855394
58.37	1218	271.5570737
58.38	1255	271.9081507
58.39	1218	271.5570737
58.4	1216	271.5380966
58.41	1266	272.0125249
58.42	1284	272.1833191
58.43	1266	272.0125249
58.44	1286	272.2022962
58.45	1284	272.1833191
58.46	1249	271.8512193
58.47	1237	271.7373565
58.48	1254	271.8986621
58.49	1230	271.6709365
58.5	1212	271.5001423
58.51	1226	271.6329823
58.52	1250	271.8607078
58.53	1232	271.6899137
58.54	1187	271.2629282
58.55	1216	271.5380966
58.56	1241	271.7753108
58.57	1237	271.7373565
58.58	1244	271.8037764
58.59	1194	271.3293481
58.6	1181	271.2059968
58.61	1168	271.0826454
58.62	1228	271.6519594
58.63	1258	271.9366164
58.64	1256	271.9176392
58.65	1273	272.0789449
58.66	1241	271.7753108
58.67	1244	271.8037764
58.68	1246	271.8227536
58.69	1269	272.0409906
58.7	1262	271.9745706
58.71	1249	271.8512193
58.72	1252	271.879685
58.73	1238	271.7468451
58.74	1210	271.4811652
58.75	1232	271.6899137
58.76	1275	272.097922
58.77	1286	272.2022962
58.78	1254	271.8986621
58.79	1241	271.7753108
58.8	1238	271.7468451
58.81	1252	271.879685
58.82	1235	271.7183794
58.83	1235	271.7183794
58.84	1260	271.9555935
58.85	1253	271.8891735
58.86	1258	271.9366164
58.87	1248	271.8417307
58.88	1256	271.9176392
58.89	1273	272.0789449
58.9	1267	272.0220135
58.91	1261	271.9650821
58.92	1275	272.097922
58.93	1240	271.7658222
58.94	1248	271.8417307
58.95	1282	272.164342
58.96	1291	272.2497391
58.97	1307	272.4015561
58.98	1224	271.6140051
58.99	1236	271.7278679
59	1263	271.9840592
59.01	1257	271.9271278
59.02	1245	271.813265
59.03	1267	272.0220135
59.04	1252	271.879685
59.05	1225	271.6234937
59.06	1205	271.4337224
59.07	1214	271.5191195
59.08	1248	271.8417307
59.09	1236	271.7278679
59.1	1234	271.7088908
59.11	1214	271.5191195
59.12	1203	271.4147452
59.13	1238	271.7468451
59.14	1216	271.5380966
59.15	1183	271.2249739
59.16	1247	271.8322421
59.17	1268	272.031502
59.18	1221	271.5855394
59.19	1230	271.6709365
59.2	1269	272.0409906
59.21	1298	272.316159
59.22	1260	271.9555935
59.23	1274	272.0884334
59.24	1279	272.1358763
59.25	1278	272.1263877
59.26	1293	272.2687162
59.27	1297	272.3066705
59.28	1251	271.8701964
59.29	1264	271.9935478
59.3	1263	271.9840592
59.31	1266	272.0125249
59.32	1247	271.8322421
59.33	1237	271.7373565
59.34	1232	271.6899137
59.35	1229	271.661448
59.36	1256	271.9176392
59.37	1277	272.1168991
59.38	1251	271.8701964
59.39	1238	271.7468451
59.4	1254	271.8986621
59.41	1255	271.9081507
59.42	1221	271.5855394
59.43	1256	271.9176392
59.44	1229	271.661448
59.45	1231	271.6804251
59.46	1231	271.6804251
59.47	1256	271.9176392
59.48	1227	271.6424708
59.49	1237	271.7373565
59.5	1264	271.9935478
59.51	1230	271.6709365
59.52	1244	271.8037764
59.53	1256	271.9176392
59.54	1220	271.5760509
59.55	1228	271.6519594
59.56	1293	272.2687162
59.57	1274	272.0884334
59.58	1235	271.7183794
59.59	1240	271.7658222
59.6	1225	271.6234937
59.61	1232	271.6899137
59.62	1229	271.661448
59.63	1247	271.8322421
59.64	1280	272.1453648
59.65	1251	271.8701964
59.66	1270	272.0504792
59.67	1257	271.9271278
59.68	1274	272.0884334
59.69	1259	271.9461049
59.7	1247	271.8322421
59.71	1292	272.2592276
59.72	1257	271.9271278
59.73	1259	271.9461049
59.74	1277	272.1168991
59.75	1282	272.164342
59.76	1272	272.0694563
59.77	1276	272.1074106
59.78	1252	271.879685
59.79	1240	271.7658222
59.8	1243	271.7942879
59.81	1243	271.7942879
59.82	1257	271.9271278
59.83	1238	271.7468451
59.84	1259	271.9461049
59.85	1230	271.6709365
59.86	1282	272.164342
59.87	1301	272.3446247
59.88	1258	271.9366164
59.89	1274	272.0884334
59.9	1250	271.8607078
59.91	1289	272.2307619
59.92	1281	272.1548534
59.93	1202	271.4052567
59.94	1230	271.6709365
59.95	1251	271.8701964
59.96	1248	271.8417307
59.97	1258	271.9366164
59.98	1264	271.9935478
59.99	1283	272.1738305
60	1277	272.1168991
60.01	1261	271.9650821
60.02	1237	271.7373565
60.03	1265	272.0030363
60.04	1264	271.9935478
60.05	1249	271.8512193
60.06	1267	272.0220135
60.07	1288	272.2212734
60.08	1324	272.5628618
60.09	1304	272.3730904
60.1	1239	271.7563336
60.11	1253	271.8891735
60.12	1269	272.0409906
60.13	1266	272.0125249
60.14	1252	271.879685
60.15	1222	271.595028
60.16	1299	272.3256476
60.17	1321	272.5343961
60.18	1264	271.9935478
60.19	1260	271.9555935
60.2	1261	271.9650821
60.21	1280	272.1453648
60.22	1286	272.2022962
60.23	1271	272.0599677
60.24	1258	271.9366164
60.25	1287	272.2117848
60.26	1337	272.6862131
60.27	1271	272.0599677
60.28	1235	271.7183794
60.29	1260	271.9555935
60.3	1286	272.2022962
60.31	1295	272.2876933
60.32	1256	271.9176392
60.33	1277	272.1168991
60.34	1276	272.1074106
60.35	1206	271.4432109
60.36	1250	271.8607078
60.37	1275	272.097922
60.38	1299	272.3256476
60.39	1282	272.164342
60.4	1277	272.1168991
60.41	1286	272.2022962
60.42	1286	272.2022962
60.43	1275	272.097922
60.44	1259	271.9461049
60.45	1258	271.9366164
60.46	1277	272.1168991
60.47	1280	272.1453648
60.48	1251	271.8701964
60.49	1296	272.2971819
60.5	1291	272.2497391
60.51	1247	271.8322421
60.52	1254	271.8986621
60.53	1288	272.2212734
60.54	1269	272.0409906
60.55	1288	272.2212734
60.56	1327	272.5913275
60.57	1226	271.6329823
60.58	1265	272.0030363
60.59	1279	272.1358763
60.6	1273	272.0789449
60.61	1285	272.1928077
60.62	1303	272.3636019
60.63	1289	272.2307619
60.64	1261	271.9650821
60.65	1223	271.6045166
60.66	1173	271.1300882
60.67	1198	271.3673024
60.68	1260	271.9555935
60.69	1301	272.3446247
60.7	1220	271.5760509
60.71	1252	271.879685
60.72	1238	271.7468451
60.73	1243	271.7942879
60.74	1282	272.164342
60.75	1282	272.164342
60.76	1305	272.382579
60.77	1276	272.1074106
60.78	1259	271.9461049
60.79	1287	272.2117848
60.8	1257	271.9271278
60.81	1258	271.9366164
60.82	1290	272.2402505
60.83	1268	272.031502
60.84	1292	272.2592276
60.85	1273	272.0789449
60.86	1255	271.9081507
60.87	1278	272.1263877
60.88	1270	272.0504792
60.89	1224	271.6140051
60.9	1244	271.8037764
60.91	1301	272.3446247
60.92	1267	272.0220135
60.93	1249	271.8512193
60.94	1253	271.8891735
60.95	1266	272.0125249
60.96	1281	272.1548534
60.97	1291	272.2497391
60.98	1240	271.7658222
60.99	1263	271.9840592
61	1272	272.0694563
61.01	1296	272.2971819
61.02	1281	272.1548534
61.03	1283	272.1738305
61.04	1284	272.1833191
61.05	1317	272.4964418
61.06	1307	272.4015561
61.07	1301	272.3446247
61.08	1330	272.6197931
61.09	1308	272.4110447
61.1	1327	272.5913275
61.11	1289	272.2307619
61.12	1280	272.1453648
61.13	1288	272.2212734
61.14	1273	272.0789449
61.15	1290	272.2402505
61.16	1271	272.0599677
61.17	1318	272.5059304
61.18	1295	272.2876933
61.19	1272	272.0694563
61.2	1264	271.9935478
61.21	1294	272.2782048
61.22	1292	272.2592276
61.23	1239	271.7563336
61.24	1291	272.2497391
61.25	1300	272.3351362
61.26	1290	272.2402505
61.27	1279	272.1358763
61.28	1246	271.8227536
61.29	1256	271.9176392
61.3	1280	272.1453648
61.31	1291	272.2497391
61.32	1309	272.4205333
61.33	1268	272.031502
61.34	1278	272.1263877
61.35	1284	272.1833191
61.36	1314	272.4679761
61.37	1312	272.448999
61.38	1292	272.2592276
61.39	1318	272.5059304
61.4	1292	272.2592276
61.41	1284	272.1833191
61.42	1261	271.9650821
61.43	1249	271.8512193
61.44	1261	271.9650821
61.45	1293	272.2687162
61.46	1265	272.0030363
61.47	1277	272.1168991
61.48	1273	272.0789449
61.49	1250	271.8607078
61.5	1278	272.1263877
61.51	1270	272.0504792
61.52	1251	271.8701964
61.53	1266	272.0125249
61.54	1286	272.2022962
61.55	1260	271.9555935
61.56	1301	272.3446247
61.57	1352	272.8285416
61.58	1310	272.4300218
61.59	1288	272.2212734
61.6	1284	272.1833191
61.61	1275	272.097922
61.62	1274	272.0884334
61.63	1259	271.9461049
61.64	1295	272.2876933
61.65	1336	272.6767245
61.66	1354	272.8475187
61.67	1300	272.3351362
61.68	1281	272.1548534
61.69	1310	272.4300218
61.7	1303	272.3636019
61.71	1278	272.1263877
61.72	1297	272.3066705
61.73	1305	272.382579
61.74	1305	272.382579
61.75	1293	272.2687162
61.76	1315	272.4774647
61.77	1357	272.8759844
61.78	1294	272.2782048
61.79	1248	271.8417307
61.8	1296	272.2971819
61.81	1345	272.7621216
61.82	1286	272.2022962
61.83	1241	271.7753108
61.84	1311	272.4395104
61.85	1292	272.2592276
61.86	1326	272.5818389
61.87	1321	272.5343961
61.88	1318	272.5059304
61.89	1357	272.8759844
61.9	1328	272.600816
61.91	1309	272.4205333
61.92	1305	272.382579
61.93	1280	272.1453648
61.94	1322	272.5438846
61.95	1306	272.3920676
61.96	1348	272.7905873
61.97	1396	273.2460385
61.98	1377	273.0657558
61.99	1313	272.4584875
62	1333	272.6482588
62.01	1324	272.5628618
62.02	1319	272.5154189
62.03	1401	273.2934814
62.04	1413	273.4073442
62.05	1385	273.1416643
62.06	1357	272.8759844
62.07	1322	272.5438846
62.08	1301	272.3446247
62.09	1388	273.17013
62.1	1389	273.1796186
62.11	1381	273.10371
62.12	1396	273.2460385
62.13	1374	273.0372901
62.14	1375	273.0467786
62.15	1405	273.3314356
62.16	1421	273.4832527
62.17	1375	273.0467786
62.18	1387	273.1606414
62.19	1394	273.2270614
62.2	1406	273.3409242
62.21	1392	273.2080843
62.22	1408	273.3599013
62.23	1462	273.8722839
62.24	1438	273.6445583
62.25	1456	273.8153525
62.26	1495	274.1854066
62.27	1509	274.3182465
62.28	1493	274.1664295
62.29	1497	274.2043837
62.3	1559	274.7926748
62.31	1581	275.0014233
62.32	1653	275.6846001
62.33	1884	277.8764589
62.34	2043	279.3851409
62.35	2251	281.3587627
62.36	2543	284.129424
62.37	2890	287.4219565
62.38	3377	292.0428883
62.39	4100	298.9031217
62.4	4695	304.5488187
62.41	5099	308.3821994
62.42	5412	311.3521207
62.43	5448	311.6937091
62.44	5178	309.1317962
62.45	4638	304.0079704
62.46	3903	297.0338742
62.47	3308	291.3881772
