1 _ 1,,,,,,,,,,
時間,試験力,ストローク,変位計1,変位計2,応力,ストローク(ひずみ),変位,変位(ひずみ),変位計1(ひずみ),変位計2(ひずみ)
sec,N,mm,mm,mm,N/mm2,%,mm,%,%,%
14.89,543.267,0.1240667,0.01560461,0.008028884,108.6534,0.1240667,0.01560461,0.03120922,0.03120922,0.01605777
14.9,543.63,0.12415,0.01561523,0.008034092,108.726,0.12415,0.01561523,0.03123046,0.03123046,0.01606818
14.91,543.9945,0.1242333,0.01562564,0.008039124,108.7989,0.1242333,0.01562564,0.03125129,0.03125129,0.01607825
14.92,544.359,0.1243167,0.01563584,0.0080441,108.8718,0.1243167,0.01563584,0.03127167,0.03127167,0.0160882
14.93,544.724,0.1244,0.01564586,0.008049116,108.9448,0.1244,0.01564586,0.03129172,0.03129172,0.01609823
14.94,545.0885,0.1244833,0.01565578,0.00805422,109.0177,0.1244833,0.01565578,0.03131157,0.03131157,0.01610844
14.95,545.4495,0.1245667,0.01566561,0.008059504,109.0899,0.1245667,0.01566561,0.03133122,0.03133122,0.01611901
14.96,545.808,0.12465,0.01567544,0.008065064,109.1616,0.12465,0.01567544,0.03135087,0.03135087,0.01613013
14.97,546.1675,0.1247333,0.01568531,0.008070848,109.2335,0.1247333,0.01568531,0.03137062,0.03137062,0.0161417
14.98,546.53,0.1248167,0.01569528,0.00807676,109.306,0.1248167,0.01569528,0.03139055,0.03139055,0.01615352
14.99,546.8955,0.1249,0.01570533,0.008082644,109.3791,0.1249,0.01570533,0.03141066,0.03141066,0.01616529
15,547.2625,0.1249833,0.01571544,0.008088464,109.4525,0.1249833,0.01571544,0.03143089,0.03143089,0.01617693
15.01,547.628,0.1250667,0.01572549,0.008094208,109.5256,0.1250667,0.01572549,0.03145098,0.03145098,0.01618842
15.02,547.9905,0.12515,0.01573535,0.0081,109.5981,0.12515,0.01573535,0.0314707,0.0314707,0.0162
15.03,548.3505,0.1252333,0.01574491,0.008105996,109.6701,0.1252333,0.01574491,0.03148982,0.03148982,0.01621199
15.04,548.7125,0.1253167,0.01575418,0.008112288,109.7425,0.1253167,0.01575418,0.03150837,0.03150837,0.01622458
15.05,549.076,0.1254,0.01576319,0.00811876,109.8152,0.1254,0.01576319,0.03152638,0.03152638,0.01623752
15.06,549.4385,0.1254833,0.01577198,0.00812532,109.8877,0.1254833,0.01577198,0.03154396,0.03154396,0.01625064
15.07,549.7995,0.1255667,0.01578067,0.008131872,109.9599,0.1255667,0.01578067,0.03156134,0.03156134,0.01626374
15.08,550.16,0.12565,0.01578951,0.008138265,110.032,0.12565,0.01578951,0.03157903,0.03157903,0.01627653
15.09,550.5215,0.1257333,0.0157986,0.00814436,110.1043,0.1257333,0.0157986,0.03159719,0.03159719,0.01628872
15.1,550.8825,0.1258167,0.01580796,0.00815014,110.1765,0.1258167,0.01580796,0.03161592,0.03161592,0.01630028
15.11,551.2425,0.1259,0.01581761,0.00815568,110.2485,0.1259,0.01581761,0.03163522,0.03163522,0.01631136
15.12,551.6,0.1259833,0.01582753,0.008161156,110.32,0.1259833,0.01582753,0.03165506,0.03165506,0.01632231
15.13,551.9545,0.1260667,0.01583762,0.008166744,110.3909,0.1260667,0.01583762,0.03167524,0.03167524,0.01633349
15.14,552.3055,0.12615,0.01584791,0.008172588,110.4611,0.12615,0.01584791,0.03169582,0.03169582,0.01634518
15.15,552.653,0.1262333,0.01585839,0.008178604,110.5306,0.1262333,0.01585839,0.03171678,0.03171678,0.01635721
15.16,552.9965,0.1263167,0.01586898,0.008184708,110.5993,0.1263167,0.01586898,0.03173795,0.03173795,0.01636942
15.17,553.334,0.1264,0.01587953,0.008190813,110.6668,0.1264,0.01587953,0.03175906,0.03175906,0.01638163
15.18,553.6675,0.1264833,0.01588991,0.008196796,110.7335,0.1264833,0.01588991,0.03177982,0.03177982,0.01639359
15.19,553.9955,0.1265667,0.01590002,0.008202552,110.7991,0.1265667,0.01590002,0.03180003,0.03180003,0.0164051
15.2,554.3215,0.12665,0.01590984,0.008208112,110.8643,0.12665,0.01590984,0.03181967,0.03181967,0.01641622
15.21,554.649,0.1267333,0.01591936,0.008213556,110.9298,0.1267333,0.01591936,0.03183871,0.03183871,0.01642711
15.22,554.9815,0.1268167,0.01592867,0.008218932,110.9963,0.1268167,0.01592867,0.03185735,0.03185735,0.01643786
15.23,555.32,0.1269,0.0159379,0.008224204,111.064,0.1269,0.0159379,0.03187579,0.03187579,0.01644841
15.24,555.665,0.1269833,0.01594714,0.008229408,111.133,0.1269833,0.01594714,0.03189428,0.03189428,0.01645882
15.25,556.0155,0.1270667,0.0159564,0.008234588,111.2031,0.1270667,0.0159564,0.03191279,0.03191279,0.01646918
15.26,556.3665,0.12715,0.01596566,0.008239788,111.2733,0.12715,0.01596566,0.03193132,0.03193132,0.01647958
15.27,556.7155,0.1272333,0.01597495,0.008244924,111.3431,0.1272333,0.01597495,0.0319499,0.0319499,0.01648985
15.28,557.0645,0.1273167,0.01598433,0.008249925,111.4129,0.1273167,0.01598433,0.03196866,0.03196866,0.01649985
15.29,557.4155,0.1274,0.01599383,0.008254788,111.4831,0.1274,0.01599383,0.03198766,0.03198766,0.01650958
15.3,557.77,0.1274833,0.01600335,0.008259528,111.554,0.1274833,0.01600335,0.0320067,0.0320067,0.01651906
15.31,558.1325,0.1275667,0.0160127,0.008264144,111.6265,0.1275667,0.0160127,0.03202541,0.03202541,0.01652829
15.32,558.5035,0.12765,0.01602177,0.008268761,111.7007,0.12765,0.01602177,0.03204354,0.03204354,0.01653752
15.33,558.8805,0.1277333,0.0160305,0.008273444,111.7761,0.1277333,0.0160305,0.03206101,0.03206101,0.01654689
15.34,559.2605,0.1278167,0.01603901,0.008278268,111.8521,0.1278167,0.01603901,0.03207802,0.03207802,0.01655654
15.35,559.64,0.1279,0.01604743,0.0082834,111.928,0.1279,0.01604743,0.03209487,0.03209487,0.0165668
15.36,560.0175,0.1279833,0.01605599,0.008288953,112.0035,0.1279833,0.01605599,0.03211198,0.03211198,0.01657791
15.37,560.392,0.1280667,0.0160649,0.008294764,112.0784,0.1280667,0.0160649,0.0321298,0.0321298,0.01658953
15.38,560.7635,0.12815,0.01607431,0.00830072,112.1527,0.12815,0.01607431,0.03214863,0.03214863,0.01660144
15.39,561.1315,0.1282333,0.0160842,0.00830672,112.2263,0.1282333,0.0160842,0.0321684,0.0321684,0.01661344
15.4,561.4955,0.1283167,0.01609441,0.008312776,112.2991,0.1283167,0.01609441,0.03218882,0.03218882,0.01662555
15.41,561.855,0.1284,0.01610463,0.008318968,112.371,0.1284,0.01610463,0.03220925,0.03220925,0.01663794
15.42,562.2075,0.1284833,0.01611463,0.008325328,112.4415,0.1284833,0.01611463,0.03222926,0.03222926,0.01665066
15.43,562.555,0.1285667,0.01612423,0.00833174,112.511,0.1285667,0.01612423,0.03224846,0.03224846,0.01666348
15.44,562.9015,0.12865,0.01613348,0.008338156,112.5803,0.12865,0.01613348,0.03226696,0.03226696,0.01667631
15.45,563.2505,0.1287333,0.01614251,0.008344528,112.6501,0.1287333,0.01614251,0.03228502,0.03228502,0.01668906
15.46,563.6035,0.1288167,0.0161515,0.008350864,112.7207,0.1288167,0.0161515,0.03230301,0.03230301,0.01670173
15.47,563.9611,0.1289,0.01616058,0.008357208,112.7922,0.1289,0.01616058,0.03232116,0.03232116,0.01671442
15.48,564.3235,0.1289833,0.01616989,0.008363588,112.8647,0.1289833,0.01616989,0.03233979,0.03233979,0.01672718
15.49,564.688,0.1290667,0.01617953,0.00837004,112.9376,0.1290667,0.01617953,0.03235906,0.03235906,0.01674008
15.5,565.0515,0.12915,0.01618955,0.008376677,113.0103,0.12915,0.01618955,0.0323791,0.0323791,0.01675335
15.51,565.4125,0.1292333,0.01619997,0.008383536,113.0825,0.1292333,0.01619997,0.03239994,0.03239994,0.01676707
15.52,565.771,0.1293167,0.01621083,0.00839056,113.1542,0.1293167,0.01621083,0.03242166,0.03242166,0.01678112
15.53,566.125,0.1294,0.01622204,0.008397636,113.225,0.1294,0.01622204,0.03244408,0.03244408,0.01679527
15.54,566.472,0.1294833,0.01623357,0.008404648,113.2944,0.1294833,0.01623357,0.03246714,0.03246714,0.0168093
15.55,566.817,0.1295667,0.01624522,0.008411432,113.3634,0.1295667,0.01624522,0.03249045,0.03249045,0.01682286
15.56,567.162,0.12965,0.01625683,0.00841788,113.4324,0.12965,0.01625683,0.03251366,0.03251366,0.01683576
15.57,567.5075,0.1297333,0.0162683,0.008423992,113.5015,0.1297333,0.0162683,0.03253661,0.03253661,0.01684798
15.58,567.855,0.1298167,0.01627954,0.008429776,113.571,0.1298167,0.01627954,0.03255908,0.03255908,0.01685955
15.59,568.209,0.1299,0.01629039,0.008435168,113.6418,0.1299,0.01629039,0.03258078,0.03258078,0.01687034
15.6,568.569,0.1299833,0.0163008,0.008440204,113.7138,0.1299833,0.0163008,0.03260159,0.03260159,0.01688041
15.61,568.931,0.1300667,0.01631074,0.008444988,113.7862,0.1300667,0.01631074,0.03262149,0.03262149,0.01688998
15.62,569.293,0.13015,0.0163203,0.008449716,113.8586,0.13015,0.0163203,0.03264061,0.03264061,0.01689943
15.63,569.655,0.1302333,0.01632958,0.008454592,113.931,0.1302333,0.01632958,0.03265915,0.03265915,0.01690918
15.64,570.0161,0.1303167,0.01633864,0.008459732,114.0032,0.1303167,0.01633864,0.03267728,0.03267728,0.01691946
15.65,570.375,0.1304,0.01634748,0.008465048,114.075,0.1304,0.01634748,0.03269496,0.03269496,0.0169301
15.66,570.732,0.1304833,0.01635623,0.008470428,114.1464,0.1304833,0.01635623,0.03271246,0.03271246,0.01694086
15.67,571.0875,0.1305667,0.01636499,0.0084758,114.2175,0.1305667,0.01636499,0.03272998,0.03272998,0.0169516
15.68,571.4405,0.13065,0.01637375,0.008481292,114.2881,0.13065,0.01637375,0.0327475,0.0327475,0.01696258
15.69,571.7905,0.1307333,0.01638254,0.008486924,114.3581,0.1307333,0.01638254,0.03276508,0.03276508,0.01697385
15.7,572.137,0.1308167,0.01639136,0.008492824,114.4274,0.1308167,0.01639136,0.03278273,0.03278273,0.01698565
15.71,572.481,0.1309,0.01640026,0.008499128,114.4962,0.1309,0.01640026,0.03280052,0.03280052,0.01699826
15.72,572.824,0.1309833,0.01640933,0.008505777,114.5648,0.1309833,0.01640933,0.03281866,0.03281866,0.01701155
15.73,573.168,0.1310667,0.01641862,0.00851264,114.6336,0.1310667,0.01641862,0.03283725,0.03283725,0.01702528
15.74,573.5155,0.13115,0.01642806,0.00851966,114.7031,0.13115,0.01642806,0.03285613,0.03285613,0.01703932
15.75,573.868,0.1312333,0.01643752,0.008526648,114.7736,0.1312333,0.01643752,0.03287504,0.03287504,0.0170533
15.76,574.223,0.1313167,0.01644684,0.008533424,114.8446,0.1313167,0.01644684,0.03289367,0.03289367,0.01706685
15.77,574.58,0.1314,0.01645586,0.008539884,114.916,0.1314,0.01645586,0.03291172,0.03291172,0.01707977
15.78,574.9415,0.1314833,0.0164647,0.008546096,114.9883,0.1314833,0.0164647,0.03292941,0.03292941,0.01709219
15.79,575.307,0.1315667,0.01647362,0.00855216,115.0614,0.1315667,0.01647362,0.03294725,0.03294725,0.01710432
15.8,575.675,0.13165,0.01648286,0.008558152,115.135,0.13165,0.01648286,0.03296571,0.03296571,0.0171163
15.81,576.0435,0.1317333,0.01649246,0.00856404,115.2087,0.1317333,0.01649246,0.03298491,0.03298491,0.01712808
15.82,576.4115,0.1318167,0.01650245,0.00856988,115.2823,0.1318167,0.01650245,0.03300489,0.03300489,0.01713976
15.83,576.7775,0.1319,0.0165127,0.008575632,115.3555,0.1319,0.0165127,0.03302539,0.03302539,0.01715126
15.84,577.141,0.1319833,0.01652306,0.00858122,115.4282,0.1319833,0.01652306,0.03304611,0.03304611,0.01716244
15.85,577.502,0.1320667,0.01653336,0.008586752,115.5004,0.1320667,0.01653336,0.03306673,0.03306673,0.0171735
15.86,577.8605,0.13215,0.01654364,0.008592364,115.5721,0.13215,0.01654364,0.03308727,0.03308727,0.01718473
15.87,578.215,0.1322333,0.01655392,0.008598116,115.643,0.1322333,0.01655392,0.03310785,0.03310785,0.01719623
15.88,578.5655,0.1323167,0.0165643,0.008604144,115.7131,0.1323167,0.0165643,0.0331286,0.0331286,0.01720829
15.89,578.9135,0.1324,0.0165747,0.00861042,115.7827,0.1324,0.0165747,0.03314939,0.03314939,0.01722084
15.9,579.2615,0.1324833,0.01658504,0.00861676,115.8523,0.1324833,0.01658504,0.03317008,0.03317008,0.01723352
15.91,579.6115,0.1325667,0.01659526,0.008622988,115.9223,0.1325667,0.01659526,0.03319051,0.03319051,0.01724598
15.92,579.964,0.13265,0.01660539,0.008628984,115.9928,0.13265,0.01660539,0.03321078,0.03321078,0.01725797
15.93,580.3195,0.1327333,0.01661548,0.00863464,116.0639,0.1327333,0.01661548,0.03323095,0.03323095,0.01726928
15.94,580.6785,0.1328167,0.01662557,0.008639928,116.1357,0.1328167,0.01662557,0.03325114,0.03325114,0.01727986
15.95,581.0425,0.1329,0.01663564,0.008644904,116.2085,0.1329,0.01663564,0.03327128,0.03327128,0.01728981
15.96,581.4105,0.1329833,0.01664566,0.00864974,116.2821,0.1329833,0.01664566,0.03329131,0.03329131,0.01729948
15.97,581.7834,0.1330667,0.01665558,0.008654612,116.3567,0.1330667,0.01665558,0.03331117,0.03331117,0.01730922
15.98,582.1605,0.13315,0.01666551,0.00865964,116.4321,0.13315,0.01666551,0.03333103,0.03333103,0.01731928
15.99,582.543,0.1332333,0.0166754,0.008664913,116.5086,0.1332333,0.0166754,0.03335079,0.03335079,0.01732983
16,582.929,0.1333167,0.01668512,0.008670492,116.5858,0.1333167,0.01668512,0.03337025,0.03337025,0.01734098
16.01,583.3155,0.1334,0.01669467,0.008676264,116.6631,0.1334,0.01669467,0.03338934,0.03338934,0.01735253
16.02,583.695,0.1334833,0.01670417,0.008682132,116.739,0.1334833,0.01670417,0.03340834,0.03340834,0.01736426
16.03,584.063,0.1335667,0.01671362,0.008688028,116.8126,0.1335667,0.01671362,0.03342724,0.03342724,0.01737606
16.04,584.4195,0.13365,0.01672302,0.008693988,116.8839,0.13365,0.01672302,0.03344605,0.03344605,0.01738798
16.05,584.766,0.1337333,0.01673241,0.008699968,116.9532,0.1337333,0.01673241,0.03346482,0.03346482,0.01739994
16.06,585.104,0.1338167,0.01674175,0.008705892,117.0208,0.1338167,0.01674175,0.03348351,0.03348351,0.01741178
16.07,585.4365,0.1339,0.01675102,0.00871168,117.0873,0.1339,0.01675102,0.03350205,0.03350205,0.01742336
16.08,585.7675,0.1339833,0.01676028,0.008717304,117.1535,0.1339833,0.01676028,0.03352055,0.03352055,0.01743461
16.09,586.101,0.1340667,0.01676952,0.008722656,117.2202,0.1340667,0.01676952,0.03353904,0.03353904,0.01744531
16.1,586.442,0.13415,0.0167788,0.008727744,117.2884,0.13415,0.0167788,0.0335576,0.0335576,0.01745549
16.11,586.7895,0.1342333,0.01678815,0.00873274,117.3579,0.1342333,0.01678815,0.03357629,0.03357629,0.01746548
16.12,587.14,0.1343167,0.0167977,0.008737876,117.428,0.1343167,0.0167977,0.03359539,0.03359539,0.01747575
16.13,587.489,0.1344,0.01680761,0.008743213,117.4978,0.1344,0.01680761,0.03361522,0.03361522,0.01748643
16.14,587.8345,0.1344833,0.01681796,0.00874878,117.5669,0.1344833,0.01681796,0.03363593,0.03363593,0.01749756
16.15,588.175,0.1345667,0.0168287,0.0087546,117.635,0.1345667,0.0168287,0.03365741,0.03365741,0.0175092
16.16,588.5099,0.13465,0.01683966,0.008760588,117.702,0.13465,0.01683966,0.03367933,0.03367933,0.01752118
16.17,588.839,0.1347333,0.01685058,0.008766592,117.7678,0.1347333,0.01685058,0.03370115,0.03370115,0.01753318
16.18,589.1615,0.1348167,0.01686133,0.00877248,117.8323,0.1348167,0.01686133,0.03372266,0.03372266,0.01754496
16.19,589.4795,0.1349,0.01687185,0.008778173,117.8959,0.1349,0.01687185,0.03374371,0.03374371,0.01755635
16.2,589.797,0.1349833,0.0168821,0.008783804,117.9594,0.1349833,0.0168821,0.03376421,0.03376421,0.01756761
16.21,590.119,0.1350667,0.01689206,0.008789496,118.0238,0.1350667,0.01689206,0.03378413,0.03378413,0.01757899
16.22,590.4485,0.13515,0.01690171,0.008795276,118.0897,0.13515,0.01690171,0.03380343,0.03380343,0.01759055
16.23,590.787,0.1352333,0.01691093,0.008801152,118.1574,0.1352333,0.01691093,0.03382187,0.03382187,0.0176023
16.24,591.1395,0.1353167,0.0169198,0.008807156,118.2279,0.1353167,0.0169198,0.03383959,0.03383959,0.01761431
16.25,591.509,0.1354,0.01692852,0.008813212,118.3018,0.1354,0.01692852,0.03385704,0.03385704,0.01762642
16.26,591.896,0.1354833,0.01693733,0.008819228,118.3792,0.1354833,0.01693733,0.03387466,0.03387466,0.01763846
16.27,592.294,0.1355667,0.01694627,0.008825044,118.4588,0.1355667,0.01694627,0.03389255,0.03389255,0.01765009
16.28,592.6985,0.13565,0.0169554,0.008830624,118.5397,0.13565,0.0169554,0.03391079,0.03391079,0.01766125
16.29,593.1055,0.1357333,0.01696471,0.00883606,118.6211,0.1357333,0.01696471,0.03392943,0.03392943,0.01767212
16.3,593.5105,0.1358167,0.01697431,0.008841504,118.7021,0.1358167,0.01697431,0.03394862,0.03394862,0.01768301
16.31,593.909,0.1359,0.01698422,0.008847049,118.7818,0.1359,0.01698422,0.03396843,0.03396843,0.0176941
16.32,594.302,0.1359833,0.01699454,0.008852748,118.8604,0.1359833,0.01699454,0.03398908,0.03398908,0.0177055
16.33,594.6915,0.1360667,0.01700526,0.00885848,118.9383,0.1360667,0.01700526,0.03401051,0.03401051,0.01771696
16.34,595.075,0.13615,0.0170163,0.008864096,119.015,0.13615,0.0170163,0.03403259,0.03403259,0.01772819
16.35,595.45,0.1362333,0.0170275,0.008869476,119.09,0.1362333,0.0170275,0.034055,0.034055,0.01773895
16.36,595.8155,0.1363167,0.01703875,0.00887462,119.1631,0.1363167,0.01703875,0.0340775,0.0340775,0.01774924
16.37,596.1705,0.1364,0.01704989,0.008879624,119.2341,0.1364,0.01704989,0.03409978,0.03409978,0.01775925
16.38,596.5165,0.1364833,0.01706079,0.00888458,119.3033,0.1364833,0.01706079,0.03412158,0.03412158,0.01776916
16.39,596.855,0.1365667,0.01707135,0.008889528,119.371,0.1365667,0.01707135,0.0341427,0.0341427,0.01777906
16.4,597.1885,0.13665,0.01708148,0.008894612,119.4377,0.13665,0.01708148,0.03416296,0.03416296,0.01778922
16.41,597.521,0.1367333,0.01709111,0.008899836,119.5042,0.1367333,0.01709111,0.03418222,0.03418222,0.01779967
16.42,597.8545,0.1368167,0.01710036,0.008905265,119.5709,0.1368167,0.01710036,0.03420072,0.03420072,0.01781053
16.43,598.1895,0.1369,0.01710939,0.00891106,119.6379,0.1369,0.01710939,0.03421878,0.03421878,0.01782212
16.44,598.527,0.1369833,0.01711838,0.008917348,119.7054,0.1369833,0.01711838,0.03423676,0.03423676,0.0178347
16.45,598.8675,0.1370667,0.01712746,0.008924072,119.7735,0.1370667,0.01712746,0.03425492,0.03425492,0.01784814
16.46,599.2105,0.13715,0.01713676,0.00893114,119.8421,0.13715,0.01713676,0.03427353,0.03427353,0.01786228
16.47,599.5585,0.1372333,0.01714634,0.008938412,119.9117,0.1372333,0.01714634,0.03429267,0.03429267,0.01787682
16.48,599.9109,0.1373167,0.01715617,0.00894572,119.9822,0.1373167,0.01715617,0.03431233,0.03431233,0.01789144
16.49,600.266,0.1374,0.01716616,0.008952948,120.0532,0.1374,0.01716616,0.03433231,0.03433231,0.0179059
16.5,600.6225,0.1374833,0.01717625,0.008960065,120.1245,0.1374833,0.01717625,0.0343525,0.0343525,0.01792013
16.51,600.9805,0.1375667,0.01718645,0.008966996,120.1961,0.1375667,0.01718645,0.0343729,0.0343729,0.01793399
16.52,601.339,0.13765,0.01719674,0.008973761,120.2678,0.13765,0.01719674,0.03439347,0.03439347,0.01794752
16.53,601.6965,0.1377333,0.017207,0.008980344,120.3393,0.1377333,0.017207,0.034414,0.034414,0.01796069
16.54,602.0535,0.1378167,0.01721725,0.00898668,120.4107,0.1378167,0.01721725,0.0344345,0.0344345,0.01797336
16.55,602.4115,0.1379,0.01722748,0.008992728,120.4823,0.1379,0.01722748,0.03445497,0.03445497,0.01798546
16.56,602.7725,0.1379833,0.01723773,0.008998456,120.5545,0.1379833,0.01723773,0.03447546,0.03447546,0.01799691
16.57,603.135,0.1380667,0.01724793,0.009003825,120.627,0.1380667,0.01724793,0.03449586,0.03449586,0.01800765
16.58,603.5005,0.13815,0.01725802,0.009008869,120.7001,0.13815,0.01725802,0.03451604,0.03451604,0.01801774
16.59,603.868,0.1382333,0.01726794,0.00901368,120.7736,0.1382333,0.01726794,0.03453589,0.03453589,0.01802736
16.6,604.235,0.1383167,0.01727771,0.00901842,120.847,0.1383167,0.01727771,0.03455542,0.03455542,0.01803684
16.61,604.597,0.1384,0.01728729,0.009023164,120.9194,0.1384,0.01728729,0.03457458,0.03457458,0.01804633
16.62,604.95,0.1384833,0.01729678,0.009027992,120.99,0.1384833,0.01729678,0.03459356,0.03459356,0.01805598
16.63,605.295,0.1385667,0.01730621,0.00903292,121.059,0.1385667,0.01730621,0.03461242,0.03461242,0.01806584
16.64,605.6335,0.13865,0.01731556,0.009037992,121.1267,0.13865,0.01731556,0.03463112,0.03463112,0.01807598
16.65,605.969,0.1387333,0.01732479,0.009043236,121.1938,0.1387333,0.01732479,0.03464958,0.03464958,0.01808647
16.66,606.3045,0.1388167,0.01733392,0.009048725,121.2609,0.1388167,0.01733392,0.03466784,0.03466784,0.01809745
16.67,606.643,0.1389,0.01734296,0.009054424,121.3286,0.1389,0.01734296,0.03468592,0.03468592,0.01810885
16.68,606.985,0.1389833,0.01735201,0.009060268,121.397,0.1389833,0.01735201,0.03470403,0.03470403,0.01812054
16.69,607.3285,0.1390667,0.01736117,0.009066228,121.4657,0.1390667,0.01736117,0.03472234,0.03472234,0.01813246
16.7,607.672,0.13915,0.01737059,0.009072232,121.5344,0.13915,0.01737059,0.03474119,0.03474119,0.01814446
16.71,608.014,0.1392333,0.01738035,0.009078176,121.6028,0.1392333,0.01738035,0.03476069,0.03476069,0.01815635
16.72,608.3539,0.1393167,0.01739038,0.009084105,121.6708,0.1393167,0.01739038,0.03478077,0.03478077,0.01816821
16.73,608.6925,0.1394,0.01740057,0.009089972,121.7385,0.1394,0.01740057,0.03480114,0.03480114,0.01817994
16.74,609.0315,0.1394833,0.01741087,0.0090957,121.8063,0.1394833,0.01741087,0.03482175,0.03482175,0.0181914
16.75,609.371,0.1395667,0.01742131,0.009101196,121.8742,0.1395667,0.01742131,0.03484262,0.03484262,0.01820239
16.76,609.7115,0.13965,0.01743185,0.009106528,121.9423,0.13965,0.01743185,0.0348637,0.0348637,0.01821306
16.77,610.0535,0.1397333,0.01744238,0.009111684,122.0107,0.1397333,0.01744238,0.03488475,0.03488475,0.01822337
16.78,610.3961,0.1398167,0.01745282,0.009116748,122.0792,0.1398167,0.01745282,0.03490564,0.03490564,0.0182335
16.79,610.7375,0.1399,0.0174632,0.009121832,122.1475,0.1399,0.0174632,0.03492641,0.03492641,0.01824366
16.8,611.08,0.1399833,0.01747358,0.009126988,122.216,0.1399833,0.01747358,0.03494715,0.03494715,0.01825398
16.81,611.427,0.1400667,0.01748388,0.009132196,122.2854,0.1400667,0.01748388,0.03496777,0.03496777,0.01826439
16.82,611.781,0.14015,0.01749412,0.009137508,122.3562,0.14015,0.01749412,0.03498824,0.03498824,0.01827502
16.83,612.1445,0.1402333,0.0175043,0.009142952,122.4289,0.1402333,0.0175043,0.0350086,0.0350086,0.0182859
16.84,612.519,0.1403167,0.01751446,0.00914862,122.5038,0.1403167,0.01751446,0.03502891,0.03502891,0.01829724
16.85,612.9065,0.1404,0.01752461,0.009154484,122.5813,0.1404,0.01752461,0.03504923,0.03504923,0.01830897
16.86,613.3055,0.1404833,0.0175348,0.009160508,122.6611,0.1404833,0.0175348,0.0350696,0.0350696,0.01832102
16.87,613.7115,0.1405667,0.017545,0.009166569,122.7423,0.1405667,0.017545,0.03509,0.03509,0.01833314
16.88,614.115,0.14065,0.01755521,0.009172484,122.823,0.14065,0.01755521,0.03511042,0.03511042,0.01834497
16.89,614.5075,0.1407333,0.01756546,0.009178136,122.9015,0.1407333,0.01756546,0.03513091,0.03513091,0.01835627
16.9,614.8845,0.1408167,0.01757574,0.009183692,122.9769,0.1408167,0.01757574,0.03515148,0.03515148,0.01836738
16.91,615.2475,0.1409,0.017586,0.009189212,123.0495,0.1409,0.017586,0.035172,0.035172,0.01837842
16.92,615.6,0.1409833,0.01759623,0.009194628,123.12,0.1409833,0.01759623,0.03519246,0.03519246,0.01838926
16.93,615.9445,0.1410667,0.01760639,0.009199941,123.1889,0.1410667,0.01760639,0.03521279,0.03521279,0.01839988
16.94,616.282,0.14115,0.01761651,0.009205264,123.2564,0.14115,0.01761651,0.03523302,0.03523302,0.01841053
16.95,616.613,0.1412333,0.01762663,0.009210756,123.3226,0.1412333,0.01762663,0.03525326,0.03525326,0.01842151
16.96,616.941,0.1413167,0.0176369,0.009216568,123.3882,0.1413167,0.0176369,0.03527379,0.03527379,0.01843314
16.97,617.2705,0.1414,0.01764731,0.009222776,123.4541,0.1414,0.01764731,0.03529463,0.03529463,0.01844555
16.98,617.6025,0.1414833,0.01765777,0.009229488,123.5205,0.1414833,0.01765777,0.03531554,0.03531554,0.01845898
16.99,617.938,0.1415667,0.0176682,0.009236676,123.5876,0.1415667,0.0176682,0.0353364,0.0353364,0.01847335
17,618.2805,0.14165,0.01767848,0.00924424,123.6561,0.14165,0.01767848,0.03535695,0.03535695,0.01848848
17.01,618.631,0.1417333,0.01768849,0.0092521,123.7262,0.1417333,0.01768849,0.03537698,0.03537698,0.0185042
17.02,618.988,0.1418167,0.01769834,0.009260108,123.7976,0.1418167,0.01769834,0.03539669,0.03539669,0.01852022
17.03,619.35,0.1419,0.01770811,0.009268052,123.87,0.1419,0.01770811,0.03541622,0.03541622,0.0185361
17.04,619.715,0.1419833,0.01771777,0.009275832,123.943,0.1419833,0.01771777,0.03543555,0.03543555,0.01855166
17.05,620.0829,0.1420667,0.01772725,0.009283416,124.0166,0.1420667,0.01772725,0.0354545,0.0354545,0.01856683
17.06,620.45,0.14215,0.01773662,0.009290816,124.09,0.14215,0.01773662,0.03547324,0.03547324,0.01858163
17.07,620.8135,0.1422333,0.01774593,0.009297964,124.1627,0.1422333,0.01774593,0.03549186,0.03549186,0.01859593
17.08,621.1714,0.1423167,0.01775516,0.009304868,124.2343,0.1423167,0.01775516,0.03551032,0.03551032,0.01860974
17.09,621.5265,0.1424,0.01776428,0.00931148,124.3053,0.1424,0.01776428,0.03552855,0.03552855,0.01862296
17.1,621.8781,0.1424833,0.01777329,0.009317792,124.3756,0.1424833,0.01777329,0.03554659,0.03554659,0.01863558
17.11,622.227,0.1425667,0.01778219,0.009323793,124.4454,0.1425667,0.01778219,0.03556438,0.03556438,0.01864759
17.12,622.573,0.14265,0.01779099,0.0093296,124.5146,0.14265,0.01779099,0.03558198,0.03558198,0.0186592
17.13,622.918,0.1427333,0.01779968,0.009335404,124.5836,0.1427333,0.01779968,0.03559937,0.03559937,0.01867081
17.14,623.2645,0.1428167,0.01780838,0.009341348,124.6529,0.1428167,0.01780838,0.03561675,0.03561675,0.0186827
17.15,623.6145,0.1429,0.01781723,0.009347568,124.7229,0.1429,0.01781723,0.03563447,0.03563447,0.01869514
17.16,623.964,0.1429833,0.01782636,0.00935416,124.7928,0.1429833,0.01782636,0.03565273,0.03565273,0.01870832
